area,floorRange,typeOfSale,price,propertyType,typeOfArea,mktSegment,Year,region
310.8,Ground,Resale,3260000,Terrace,Land,OCR,2021,North-East
119.0,01-05,Resale,1640000,Apartment,Strata,OCR,2023,North-East
208.1,Ground,Resale,3200000,Terrace,Land,RCR,2021,North-East
90.0,01-05,Resale,1230000,Apartment,Strata,RCR,2021,East
82.0,11-15,Resale,1480000,Executive Condominium,Strata,OCR,2023,North-East
351.0,Ground,Resale,2750000,Strata Terrace,Strata,OCR,2021,North-East
531.0,Ground,New Sale,3200000,Strata Semi-detached,Strata,OCR,2020,North-East
93.0,01-05,Resale,850000,Apartment,Strata,RCR,2020,North-East
207.9,Ground,Resale,3210000,Terrace,Land,RCR,2020,East
305.7,Ground,Resale,1320000,Semi-detached,Land,RCR,2020,Central
111.0,01-05,Resale,505000,Apartment,Strata,RCR,2020,East
138.0,01-05,Resale,1300000,Apartment,Strata,OCR,2019,North-East
58.0,01-05,Resale,1070000,Condominium,Strata,OCR,2024,North-East
294.0,Ground,Resale,4900000,Terrace,Land,RCR,2023,Central
337.8,Ground,Resale,4700000,Semi-detached,Land,OCR,2024,East
183.0,01-05,Resale,3200000,Condominium,Strata,OCR,2024,East
108.0,01-05,Resale,2020000,Condominium,Strata,RCR,2024,North-East
204.9,Ground,Resale,3620000,Terrace,Land,OCR,2023,East
306.8,Ground,Resale,2400000,Terrace,Land,OCR,2020,East
1201.2,Ground,Resale,18000000,Detached,Land,RCR,2024,East
130.0,Ground,Resale,1330000,Condominium,Strata,OCR,2024,East
68.0,01-05,Resale,1325000,Apartment,Strata,OCR,2023,North-East
155.2,Ground,Resale,3500000,Terrace,Land,RCR,2020,East
98.0,01-05,Resale,1400000,Apartment,Strata,OCR,2024,East
55.0,01-05,Resale,1190000,Condominium,Strata,RCR,2023,Central
108.0,01-05,Resale,2280000,Condominium,Strata,OCR,2024,North-East
51.0,06-10,Resale,820000,Condominium,Strata,OCR,2023,East
200.8,Ground,Resale,5400000,Terrace,Land,OCR,2024,East
454.1,Ground,Resale,7800000,Detached,Land,RCR,2024,East
35.0,01-05,Resale,625000,Apartment,Strata,OCR,2024,North-East
40.0,01-05,Resale,750000,Apartment,Strata,RCR,2024,East
41.0,01-05,Resale,770000,Apartment,Strata,OCR,2023,East
92.0,01-05,Sub Sale,1850000,Apartment,Strata,OCR,2023,North-East
133.0,01-05,Resale,1700000,Apartment,Strata,OCR,2024,East
113.0,26-30,New Sale,3241238,Apartment,Strata,RCR,2023,Central
168.0,01-05,Resale,1950000,Apartment,Strata,RCR,2019,East
132.5,Ground,Resale,3050000,Terrace,Land,OCR,2021,North-East
319.6,Ground,Resale,4850000,Semi-detached,Land,OCR,2021,East
923.1,Ground,Resale,8880000,Detached,Land,OCR,2020,North-East
206.3,Ground,Resale,5750000,Terrace,Land,OCR,2024,East
501.6,Ground,Resale,7300000,Detached,Land,OCR,2024,North-East
115.0,01-05,Resale,1472358,Apartment,Strata,RCR,2021,East
169.0,11-15,Resale,3300000,Apartment,Strata,RCR,2023,East
76.0,01-05,Resale,1278000,Apartment,Strata,OCR,2024,East
1319.1,Ground,Resale,16100000,Detached,Land,OCR,2023,East
57.0,01-05,Resale,1000000,Apartment,Strata,RCR,2024,East
254.2,Ground,Resale,4300000,Terrace,Land,OCR,2023,North-East
281.0,Ground,Resale,2580000,Strata Terrace,Strata,OCR,2024,East
43.0,01-05,Resale,568000,Apartment,Strata,RCR,2019,East
182.4,Ground,Resale,2300000,Terrace,Land,RCR,2020,North-East
157.0,01-05,Resale,2165000,Apartment,Strata,RCR,2019,East
92.0,01-05,Resale,1228000,Apartment,Strata,RCR,2021,East
314.9,Ground,Resale,4528288,Semi-detached,Land,OCR,2021,East
456.0,Ground,Resale,2600000,Strata Semi-detached,Strata,OCR,2021,East
188.0,Ground,Resale,3200000,Terrace,Land,OCR,2021,East
172.3,Ground,Resale,2800000,Terrace,Land,OCR,2020,North-East
173.0,Ground,Resale,3675000,Terrace,Land,RCR,2023,North-East
291.6,Ground,Resale,3500000,Semi-detached,Land,RCR,2019,North-East
61.0,01-05,Resale,883000,Apartment,Strata,OCR,2023,North-East
199.0,Ground,Resale,3830000,Terrace,Land,OCR,2023,North-East
183.0,11-15,Resale,2808000,Apartment,Strata,OCR,2021,East
125.0,01-05,Resale,1700000,Condominium,Strata,OCR,2020,East
83.0,01-05,Resale,1380000,Condominium,Strata,OCR,2023,North-East
173.4,Ground,Resale,3650000,Terrace,Land,OCR,2023,North-East
113.0,01-05,Resale,1418000,Apartment,Strata,RCR,2019,East
306.4,Ground,Resale,4180000,Semi-detached,Land,OCR,2020,East
111.0,01-05,Resale,1700000,Apartment,Strata,OCR,2023,East
388.8,Ground,Resale,5400000,Detached,Land,RCR,2019,North-East
157.0,01-05,Resale,2344000,Condominium,Strata,RCR,2020,East
119.0,01-05,Resale,1570000,Executive Condominium,Strata,OCR,2023,North-East
341.2,Ground,Resale,4150000,Semi-detached,Land,OCR,2021,North-East
238.0,01-05,Resale,3490000,Apartment,Strata,OCR,2023,East
183.7,Ground,Resale,2800000,Terrace,Land,OCR,2020,East
193.2,Ground,Resale,3988888,Terrace,Land,OCR,2024,North-East
127.0,01-05,Resale,1850000,Condominium,Strata,OCR,2024,East
152.0,Ground,Resale,2200000,Strata Terrace,Strata,OCR,2021,East
200.7,Ground,Resale,4100000,Semi-detached,Land,OCR,2020,North-East
139.0,01-05,Resale,1380000,Apartment,Strata,RCR,2020,East
156.0,01-05,Resale,2820000,Condominium,Strata,RCR,2024,North-East
159.0,Ground,Resale,3780000,Terrace,Land,OCR,2024,East
162.2,Ground,Resale,4000000,Terrace,Land,RCR,2024,East
115.0,01-05,Resale,1888888,Apartment,Strata,OCR,2024,East
313.1,Ground,Resale,4350000,Semi-detached,Land,OCR,2023,East
111.0,01-05,Resale,1640000,Apartment,Strata,OCR,2023,East
118.0,01-05,Resale,1280000,Apartment,Strata,OCR,2020,East
118.0,01-05,Resale,1460500,Apartment,Strata,RCR,2021,East
221.3,Ground,Resale,2398000,Semi-detached,Land,OCR,2020,East
181.0,01-05,Resale,2430000,Apartment,Strata,RCR,2024,East
201.0,Ground,Resale,3200000,Semi-detached,Land,OCR,2019,North-East
282.7,Ground,Resale,3380000,Semi-detached,Land,OCR,2019,North-East
518.8,Ground,Resale,7880000,Detached,Land,RCR,2022,Central
148.0,16-20,Resale,1610000,Condominium,Strata,OCR,2024,North-East
197.0,16-20,Resale,1980000,Apartment,Strata,OCR,2024,North-East
218.0,Ground,Resale,4688888,Semi-detached,Land,OCR,2024,North-East
440.7,Ground,Resale,6000000,Terrace,Land,OCR,2021,North-East
289.0,Ground,Resale,3360000,Strata Terrace,Strata,OCR,2024,East
187.1,Ground,Resale,4228000,Terrace,Land,OCR,2024,North-East
74.0,06-10,Resale,1015000,Condominium,Strata,OCR,2024,East
257.0,06-10,Resale,5100000,Apartment,Strata,RCR,2024,East
223.6,Ground,Resale,3580000,Semi-detached,Land,OCR,2024,East
122.0,06-10,Resale,2880000,Condominium,Strata,RCR,2024,Central
159.9,Ground,Resale,1800000,Terrace,Land,OCR,2021,East
162.0,Ground,New Sale,4200000,Terrace,Land,OCR,2020,East
127.0,11-15,Resale,2060000,Condominium,Strata,OCR,2023,East
42.0,01-05,Resale,800000,Condominium,Strata,OCR,2023,East
105.0,06-10,Resale,1441000,Condominium,Strata,OCR,2024,East
49.0,11-15,Resale,938000,Apartment,Strata,OCR,2024,East
104.0,01-05,New Sale,1315000,Executive Condominium,Strata,OCR,2021,East
94.0,01-05,Resale,1270000,Apartment,Strata,RCR,2023,East
69.0,01-05,Resale,1049988,Apartment,Strata,OCR,2019,East
73.0,01-05,Resale,1020000,Apartment,Strata,OCR,2021,East
82.0,01-05,Resale,1900000,Apartment,Strata,RCR,2020,East
151.9,Ground,Resale,2868000,Terrace,Land,RCR,2019,North-East
283.7,Ground,Resale,5300000,Semi-detached,Land,RCR,2024,North-East
381.5,Ground,Resale,5200000,Semi-detached,Land,RCR,2021,North-East
121.0,01-05,Resale,1428000,Apartment,Strata,OCR,2024,East
117.0,01-05,Resale,1350000,Apartment,Strata,OCR,2021,North-East
572.3,Ground,Resale,7800000,Detached,Land,OCR,2020,North-East
165.5,Ground,Resale,4638800,Terrace,Land,OCR,2024,North-East
109.0,01-05,Resale,1208000,Apartment,Strata,RCR,2020,East
106.0,01-05,Resale,1470000,Apartment,Strata,OCR,2024,East
124.0,01-05,New Sale,2269000,Apartment,Strata,RCR,2021,East
190.0,Ground,Resale,2630000,Terrace,Land,OCR,2021,North-East
122.0,11-15,Resale,1318000,Executive Condominium,Strata,OCR,2024,North-East
171.0,Ground,Resale,3450000,Terrace,Land,OCR,2024,North-East
105.0,01-05,Resale,1680000,Executive Condominium,Strata,OCR,2024,East
112.0,01-05,Resale,1520000,Condominium,Strata,OCR,2023,East
401.5,Ground,Resale,5380000,Detached,Land,OCR,2020,East
36.0,01-05,Resale,650000,Apartment,Strata,OCR,2023,North-East
108.0,06-10,Resale,1860000,Condominium,Strata,RCR,2024,North-East
89.0,01-05,Sub Sale,2168000,Apartment,Strata,OCR,2024,North-East
83.0,01-05,Resale,1233000,Condominium,Strata,OCR,2024,North-East
364.4,Ground,Resale,4960000,Semi-detached,Land,RCR,2020,Central
172.3,01-05,Resale,4000000,Apartment,Land,RCR,2020,East
166.4,Ground,Resale,3750000,Terrace,Land,RCR,2021,East
100.0,01-05,Resale,918000,Apartment,Strata,RCR,2020,East
519.2,Ground,Resale,4818000,Terrace,Land,OCR,2022,East
55.0,06-10,Resale,680000,Apartment,Strata,RCR,2021,Central
155.1,Ground,Resale,3838000,Terrace,Land,OCR,2024,East
77.0,01-05,Resale,1180000,Apartment,Strata,OCR,2024,North-East
121.0,01-05,Resale,1980000,Apartment,Strata,OCR,2024,East
117.0,01-05,Resale,1410000,Condominium,Strata,OCR,2024,East
79.0,01-05,Resale,1430000,Apartment,Strata,RCR,2024,East
404.1,Ground,Resale,6880000,Detached,Land,OCR,2021,East
85.0,01-05,Resale,1620000,Apartment,Strata,RCR,2023,East
129.7,Ground,Resale,4510000,Terrace,Land,OCR,2024,North-East
212.4,Ground,Resale,4600000,Terrace,Land,OCR,2024,East
40.0,01-05,Resale,680000,Apartment,Strata,OCR,2020,East
433.5,Ground,Resale,14180000,Detached,Land,RCR,2024,East
325.0,Ground,Resale,3600000,Semi-detached,Land,OCR,2019,North-East
134.0,06-10,Resale,2690000,Condominium,Strata,RCR,2024,East
178.0,01-05,Resale,3450000,Condominium,Strata,OCR,2024,East
414.6,Ground,Resale,5200000,Semi-detached,Land,OCR,2021,East
67.0,01-05,Resale,1808000,Apartment,Strata,RCR,2024,East
113.0,01-05,Resale,1228888,Apartment,Strata,RCR,2021,East
157.8,Ground,Resale,3390000,Terrace,Land,OCR,2023,East
699.2,Ground,Resale,13380000,Detached,Land,OCR,2021,Central
158.0,01-05,Resale,1980000,Apartment,Strata,OCR,2021,East
55.0,01-05,Resale,980000,Apartment,Strata,OCR,2023,North-East
508.7,Ground,Resale,6208000,Detached,Land,OCR,2020,East
150.5,Ground,Resale,2510000,Terrace,Land,OCR,2020,North-East
365.9,Ground,Resale,4500000,Semi-detached,Land,OCR,2023,East
78.0,01-05,Resale,1050000,Apartment,Strata,RCR,2019,East
368.0,Ground,Resale,4438000,Semi-detached,Land,OCR,2020,North-East
256.7,Ground,Resale,2675000,Terrace,Land,OCR,2020,East
121.0,06-10,Resale,1325000,Executive Condominium,Strata,OCR,2024,North-East
145.0,01-05,Resale,1600000,Apartment,Strata,OCR,2020,East
203.1,Ground,Resale,2350000,Terrace,Land,OCR,2019,North-East
99.0,11-15,Resale,1708000,Executive Condominium,Strata,OCR,2024,North-East
105.0,01-05,Resale,1399998,Apartment,Strata,RCR,2019,East
376.1,Ground,Resale,9100000,Semi-detached,Land,RCR,2023,Central
69.0,01-05,Resale,1100000,Condominium,Strata,OCR,2024,East
271.5,Ground,Resale,3850000,Terrace,Land,RCR,2020,East
170.0,01-05,Resale,1800000,Apartment,Strata,OCR,2021,North-East
81.0,01-05,Resale,1400000,Apartment,Strata,OCR,2024,East
301.3,Ground,Resale,4000000,Semi-detached,Land,OCR,2020,East
124.0,01-05,Resale,1150000,Apartment,Strata,RCR,2019,East
106.0,01-05,Resale,1420000,Apartment,Strata,OCR,2021,East
514.5,Ground,Resale,6550000,Detached,Land,OCR,2020,East
131.0,11-15,Resale,1950000,Condominium,Strata,OCR,2024,North-East
47.0,01-05,Resale,839999,Apartment,Strata,OCR,2024,North-East
122.0,01-05,Resale,1650000,Apartment,Strata,RCR,2019,East
882.8,Ground,Resale,13000000,Detached,Land,RCR,2019,Central
629.8,Ground,Resale,15000000,Detached,Land,RCR,2021,East
374.5,Ground,Resale,7600088,Semi-detached,Land,RCR,2021,East
223.1,Ground,Resale,1980000,Semi-detached,Land,OCR,2021,East
214.0,Ground,Resale,4880000,Terrace,Land,RCR,2023,North-East
309.8,Ground,Resale,5290000,Semi-detached,Land,OCR,2024,East
109.0,01-05,Resale,1250000,Apartment,Strata,OCR,2020,East
71.0,11-15,Resale,1350000,Condominium,Strata,OCR,2024,North-East
201.2,Ground,Resale,3880000,Semi-detached,Land,OCR,2021,North-East
102.0,01-05,Resale,1868000,Apartment,Strata,RCR,2023,East
89.0,01-05,Resale,1380000,Apartment,Strata,OCR,2020,East
140.0,01-05,Resale,1500000,Apartment,Strata,OCR,2020,East
58.0,01-05,Resale,1030000,Condominium,Strata,RCR,2024,Central
162.3,Ground,Resale,3020000,Terrace,Land,RCR,2020,North-East
322.1,Ground,Resale,3030000,Semi-detached,Land,OCR,2021,East
36.0,01-05,Resale,500000,Apartment,Strata,OCR,2019,East
209.0,01-05,Resale,2400000,Apartment,Strata,RCR,2022,East
217.0,Ground,Resale,3630000,Semi-detached,Land,OCR,2019,North-East
137.0,06-10,Resale,2450000,Condominium,Strata,OCR,2023,Central
108.0,01-05,Resale,1300000,Apartment,Strata,RCR,2019,East
108.0,01-05,Resale,1410000,Apartment,Strata,OCR,2021,East
90.0,11-15,Resale,1377000,Condominium,Strata,OCR,2024,East
82.0,01-05,Resale,1188000,Apartment,Strata,OCR,2020,East
280.0,Ground,Resale,4300000,Strata Terrace,Strata,OCR,2021,East
307.0,Ground,Resale,5450000,Semi-detached,Land,OCR,2019,East
206.3,Ground,Resale,3800000,Terrace,Land,OCR,2024,North-East
183.9,Ground,Resale,3530000,Terrace,Land,RCR,2023,Central
115.0,11-15,Resale,1230000,Apartment,Strata,OCR,2024,North-East
180.2,Ground,Resale,2250000,Terrace,Land,OCR,2021,East
122.0,06-10,Resale,1438000,Condominium,Strata,OCR,2024,East
106.0,01-05,Resale,1680000,Apartment,Strata,RCR,2021,East
150.0,01-05,Resale,2430000,Apartment,Strata,RCR,2024,East
82.0,01-05,Resale,1428888,Apartment,Strata,OCR,2024,East
114.0,06-10,Resale,1790000,Apartment,Strata,OCR,2024,East
54.0,01-05,Resale,698000,Apartment,Strata,OCR,2019,North-East
131.0,01-05,Resale,3195000,Condominium,Strata,OCR,2023,East
84.0,06-10,Resale,1470000,Condominium,Strata,OCR,2024,East
114.0,06-10,Resale,2050000,Condominium,Strata,RCR,2024,North-East
99.0,01-05,Resale,1550000,Condominium,Strata,OCR,2024,East
229.6,Ground,Resale,2880000,Terrace,Land,OCR,2019,North-East
135.0,01-05,Resale,2520000,Condominium,Strata,RCR,2023,East
427.8,Ground,Resale,9000000,Semi-detached,Land,RCR,2022,East
107.0,01-05,Resale,1340000,Condominium,Strata,OCR,2024,North-East
115.0,01-05,Resale,1820000,Condominium,Strata,OCR,2020,East
142.0,01-05,Resale,1438000,Condominium,Strata,OCR,2020,North-East
645.2,Ground,Resale,12000000,Detached,Land,OCR,2022,Central
552.0,Ground,Resale,4250000,Strata Detached,Strata,RCR,2020,East
86.0,01-05,Resale,1555000,Apartment,Strata,OCR,2023,North-East
370.0,Ground,Resale,3520000,Strata Terrace,Strata,OCR,2021,East
125.0,06-10,Resale,1780000,Apartment,Strata,RCR,2020,East
139.0,01-05,Resale,1530000,Apartment,Strata,OCR,2020,East
163.9,Ground,Resale,2628000,Terrace,Land,RCR,2019,North-East
187.9,Ground,Resale,2180000,Terrace,Land,OCR,2019,North-East
243.1,Ground,Resale,4100000,Semi-detached,Land,OCR,2021,North-East
148.3,Ground,Resale,5400000,Terrace,Land,OCR,2023,North-East
107.0,01-05,Resale,1480000,Condominium,Strata,OCR,2023,North-East
79.0,01-05,Resale,1350000,Apartment,Strata,RCR,2023,East
117.0,01-05,Resale,1150000,Apartment,Strata,OCR,2019,North-East
158.5,Ground,Resale,2820000,Terrace,Land,OCR,2020,East
409.5,Ground,Resale,7000000,Detached,Land,OCR,2022,East
78.0,01-05,Resale,1400000,Apartment,Strata,OCR,2024,North-East
111.0,01-05,Resale,1588000,Apartment,Strata,OCR,2024,North-East
165.0,01-05,Resale,2100000,Apartment,Strata,RCR,2021,East
158.1,Ground,Resale,3250000,Terrace,Land,RCR,2020,East
213.1,Ground,Resale,1430000,Semi-detached,Land,RCR,2024,Central
621.6,Ground,Resale,9360000,Semi-detached,Land,RCR,2023,Central
338.2,Ground,Resale,5050000,Semi-detached,Land,OCR,2021,East
530.2,Ground,Resale,5800000,Semi-detached,Land,OCR,2023,North-East
64.0,01-05,Resale,1580000,Condominium,Strata,RCR,2023,East
119.0,01-05,Resale,1250000,Apartment,Strata,OCR,2020,East
205.0,Ground,Resale,4250000,Semi-detached,Land,OCR,2023,North-East
524.3,Ground,Resale,7538000,Detached,Land,OCR,2021,East
1225.5,Ground,Resale,28999999,Detached,Land,RCR,2024,East
247.0,Ground,Resale,2600000,Strata Terrace,Strata,OCR,2021,East
124.0,01-05,Resale,1300000,Apartment,Strata,OCR,2021,East
297.3,Ground,Resale,3800000,Semi-detached,Land,RCR,2020,Central
73.0,01-05,New Sale,1768500,Apartment,Strata,RCR,2024,East
193.0,11-15,Resale,3825000,Condominium,Strata,RCR,2023,East
242.6,Ground,Resale,3880000,Terrace,Land,OCR,2024,North-East
394.0,Ground,Resale,3620000,Strata Terrace,Strata,OCR,2024,North-East
372.6,Ground,Resale,4250000,Detached,Land,OCR,2020,North-East
165.0,01-05,Resale,1920000,Apartment,Strata,RCR,2020,Central
150.6,Ground,Resale,2468000,Terrace,Land,OCR,2023,North-East
79.0,01-05,Resale,1350000,Condominium,Strata,RCR,2024,East
187.3,Ground,Resale,4380000,Terrace,Land,RCR,2023,East
100.0,01-05,Resale,1370000,Apartment,Strata,OCR,2024,North-East
137.0,01-05,Resale,2450000,Apartment,Strata,OCR,2024,East
164.4,Ground,Resale,4800000,Terrace,Land,OCR,2024,North-East
203.7,Ground,Resale,4240000,Terrace,Land,RCR,2024,East
317.4,Ground,Resale,5200000,Semi-detached,Land,OCR,2020,East
651.5,Ground,Resale,11900000,Detached,Land,RCR,2021,East
343.1,Ground,Resale,4500000,Semi-detached,Land,RCR,2019,North-East
83.0,16-20,Resale,870000,Apartment,Strata,OCR,2023,North-East
153.3,Ground,Resale,2700000,Terrace,Land,OCR,2024,North-East
170.1,Ground,Resale,3490000,Terrace,Land,OCR,2024,East
92.0,01-05,Resale,1230000,Apartment,Strata,RCR,2022,East
172.8,Ground,Resale,2780000,Terrace,Land,RCR,2020,Central
81.0,01-05,Resale,1360000,Apartment,Strata,RCR,2024,East
380.0,Ground,Resale,2838000,Strata Terrace,Strata,OCR,2020,North-East
125.0,01-05,Resale,2200000,Condominium,Strata,OCR,2024,Central
47.0,01-05,Resale,740000,Apartment,Strata,RCR,2020,East
92.0,01-05,Resale,1010000,Apartment,Strata,OCR,2020,East
59.0,01-05,Resale,910000,Condominium,Strata,OCR,2023,East
242.9,Ground,Resale,6550000,Terrace,Land,OCR,2023,East
161.0,Ground,Resale,2680000,Terrace,Land,OCR,2020,North-East
161.3,Ground,Resale,3400000,Terrace,Land,OCR,2024,East
153.3,Ground,Resale,2780000,Terrace,Land,OCR,2020,North-East
161.0,Ground,New Sale,3480000,Terrace,Land,OCR,2020,North-East
48.0,01-05,Resale,838000,Apartment,Strata,OCR,2024,East
130.1,Ground,Resale,3380000,Terrace,Land,RCR,2024,North-East
119.0,06-10,Resale,2260000,Apartment,Strata,RCR,2024,East
458.0,Ground,Resale,3910000,Strata Detached,Strata,OCR,2022,East
262.0,Ground,Resale,2528000,Strata Terrace,Strata,OCR,2024,East
133.0,01-05,Resale,1710000,Apartment,Strata,RCR,2024,East
123.0,01-05,Resale,1380000,Apartment,Strata,RCR,2020,East
109.0,11-15,Resale,1310000,Condominium,Strata,OCR,2023,East
76.0,01-05,Resale,945000,Apartment,Strata,OCR,2020,East
328.0,Ground,Resale,3300000,Semi-detached,Land,OCR,2019,East
215.7,Ground,Resale,4728000,Terrace,Land,RCR,2024,North-East
315.8,Ground,Resale,3650000,Semi-detached,Land,RCR,2020,East
138.0,01-05,Resale,1850000,Apartment,Strata,OCR,2022,East
191.2,Ground,Resale,2950000,Terrace,Land,OCR,2019,North-East
126.6,Ground,Resale,2000000,Terrace,Land,RCR,2019,East
53.0,01-05,Resale,880000,Apartment,Strata,OCR,2024,East
183.4,Ground,Resale,3780000,Terrace,Land,OCR,2024,East
410.8,Ground,Resale,4100000,Detached,Land,OCR,2024,East
200.0,01-05,Resale,3000000,Apartment,Strata,RCR,2024,East
134.0,01-05,Resale,2720000,Condominium,Strata,RCR,2023,North-East
380.8,Ground,Resale,4680000,Terrace,Land,OCR,2024,East
443.8,Ground,Resale,13136750,Detached,Land,RCR,2023,Central
189.8,Ground,Resale,3480000,Terrace,Land,OCR,2020,North-East
85.0,Ground,Resale,1960000,Terrace,Land,RCR,2021,North-East
112.0,01-05,Resale,1050000,Apartment,Strata,OCR,2019,North-East
341.0,Ground,Resale,4200000,Semi-detached,Land,OCR,2021,East
154.0,01-05,Resale,1538000,Apartment,Strata,RCR,2019,East
220.2,Ground,Resale,2700000,Terrace,Land,OCR,2019,East
204.0,01-05,Resale,2485000,Apartment,Strata,OCR,2023,North-East
91.0,01-05,Resale,1430000,Apartment,Strata,RCR,2024,East
198.8,Ground,Resale,1910000,Terrace,Land,OCR,2020,East
53.0,01-05,Resale,675000,Apartment,Strata,OCR,2020,North-East
100.0,01-05,Resale,1250000,Apartment,Strata,RCR,2021,East
134.4,Ground,Resale,2630000,Terrace,Land,OCR,2023,North-East
201.1,Ground,Resale,3100000,Semi-detached,Land,OCR,2020,North-East
97.0,01-05,Resale,1550000,Apartment,Strata,OCR,2023,East
137.0,Ground,Resale,3220000,Terrace,Land,OCR,2023,East
109.0,01-05,Resale,1668888,Condominium,Strata,RCR,2019,Central
164.0,Ground,Resale,2480000,Terrace,Land,OCR,2020,North-East
1423.1,Ground,Resale,24800000,Detached,Land,RCR,2023,Central
235.1,Ground,Resale,2205800,Terrace,Land,OCR,2019,North-East
443.0,Ground,Resale,4000000,Semi-detached,Land,OCR,2020,East
213.5,Ground,Resale,5400300,Terrace,Land,RCR,2021,East
417.3,Ground,Resale,3500000,Detached,Land,OCR,2021,East
203.8,Ground,Resale,3200000,Semi-detached,Land,OCR,2021,North-East
99.0,01-05,Resale,1980000,Condominium,Strata,RCR,2024,East
173.6,Ground,Resale,4600000,Terrace,Land,RCR,2024,North-East
447.4,Ground,Resale,7900000,Semi-detached,Land,OCR,2021,East
268.0,Ground,Resale,3380000,Strata Semi-detached,Strata,OCR,2024,North-East
67.0,01-05,Resale,935000,Apartment,Strata,OCR,2023,North-East
54.0,01-05,Resale,1020000,Apartment,Strata,RCR,2024,North-East
173.6,Ground,Resale,3050000,Terrace,Land,RCR,2019,North-East
292.7,Ground,Resale,3888000,Semi-detached,Land,OCR,2020,East
