area,floorRange,typeOfSale,price,propertyType,typeOfArea,mktSegment,Year,region
161.0,01-05,Resale,2350000,Condominium,Strata,OCR,2023,East
1342.0,01-05,Resale,14500000,Apartment,Strata,RCR,2021,East
150.5,Ground,Resale,2950000,Terrace,Land,OCR,2020,East
70.0,01-05,Resale,1045000,Condominium,Strata,OCR,2024,East
218.4,Ground,Resale,5025000,Terrace,Land,RCR,2023,East
233.3,Ground,Resale,4520000,Terrace,Land,OCR,2023,North-East
251.1,Ground,Resale,4780000,Semi-detached,Land,OCR,2023,East
115.0,06-10,Resale,1780000,Condominium,Strata,RCR,2024,Central
106.0,01-05,Resale,1368000,Apartment,Strata,OCR,2023,North-East
630.0,01-05,Resale,8600000,Apartment,Strata,OCR,2021,East
293.0,Ground,Resale,2850000,Strata Detached,Strata,RCR,2019,East
149.7,Ground,Resale,2500000,Terrace,Land,OCR,2019,North-East
132.0,01-05,Resale,2580000,Condominium,Strata,RCR,2023,East
529.0,Ground,Resale,4600000,Semi-detached,Land,OCR,2020,East
300.8,Ground,Resale,4088800,Semi-detached,Land,RCR,2021,Central
176.5,Ground,Resale,3280000,Terrace,Land,OCR,2020,North-East
51.0,01-05,New Sale,1385000,Apartment,Strata,RCR,2023,East
65.0,01-05,Resale,861000,Apartment,Strata,OCR,2021,North-East
215.0,Ground,Resale,2010000,Strata Terrace,Strata,OCR,2024,East
805.7,Ground,Resale,16300000,Detached,Land,RCR,2021,East
149.0,16-20,Resale,3930000,Condominium,Strata,RCR,2024,East
335.4,Ground,Resale,3950000,Semi-detached,Land,OCR,2021,East
150.8,Ground,Resale,2780000,Terrace,Land,OCR,2024,North-East
307.3,Ground,Resale,3300000,Semi-detached,Land,OCR,2020,North-East
156.4,Ground,Resale,3208000,Terrace,Land,OCR,2024,North-East
389.2,Ground,Resale,6088000,Semi-detached,Land,OCR,2024,North-East
269.2,Ground,Resale,4300000,Terrace,Land,RCR,2021,East
141.0,16-20,New Sale,3893000,Condominium,Strata,RCR,2023,East
101.0,01-05,Resale,1350000,Apartment,Strata,OCR,2022,North-East
108.0,01-05,Resale,1355000,Condominium,Strata,OCR,2020,East
605.0,Ground,Resale,7500000,Detached,Land,OCR,2023,East
100.0,11-15,Resale,1168000,Apartment,Strata,OCR,2024,North-East
128.0,11-15,Resale,2200000,Executive Condominium,Strata,RCR,2024,North-East
157.3,Ground,Resale,2800000,Terrace,Land,OCR,2019,East
317.4,Ground,Resale,7380000,Semi-detached,Land,OCR,2024,East
139.0,01-05,Resale,2130000,Apartment,Strata,OCR,2023,East
163.3,Ground,Resale,3300000,Terrace,Land,OCR,2021,East
167.6,Ground,Resale,4060000,Terrace,Land,OCR,2024,East
103.0,01-05,Sub Sale,2050000,Apartment,Strata,OCR,2023,North-East
184.8,Ground,Resale,4200000,Terrace,Land,RCR,2024,North-East
111.0,01-05,Resale,2180000,Apartment,Strata,RCR,2024,East
453.0,Ground,Resale,3760000,Strata Terrace,Strata,OCR,2023,North-East
86.0,01-05,Resale,1110000,Condominium,Strata,OCR,2024,East
129.0,01-05,New Sale,2850000,Apartment,Strata,OCR,2024,East
86.0,01-05,Resale,1050000,Condominium,Strata,OCR,2021,East
74.0,01-05,Resale,850000,Apartment,Strata,OCR,2019,North-East
130.0,01-05,Resale,1570000,Executive Condominium,Strata,OCR,2023,East
52.0,01-05,Resale,1040000,Apartment,Strata,RCR,2024,East
94.0,01-05,Resale,1600000,Apartment,Strata,OCR,2023,East
113.0,01-05,Resale,1068000,Apartment,Strata,OCR,2019,East
158.0,Ground,Resale,4300000,Terrace,Land,OCR,2024,North-East
159.4,Ground,Resale,1880000,Terrace,Land,OCR,2020,East
144.0,01-05,Resale,1350000,Apartment,Strata,OCR,2021,East
220.6,Ground,Resale,1980000,Semi-detached,Land,OCR,2019,East
54.0,06-10,Resale,1205000,Apartment,Strata,RCR,2023,East
160.0,01-05,Resale,2700000,Condominium,Strata,OCR,2024,East
112.0,01-05,Resale,1380000,Apartment,Strata,RCR,2021,East
168.6,Ground,Resale,3358000,Terrace,Land,OCR,2023,North-East
222.4,Ground,Resale,3770000,Terrace,Land,OCR,2021,North-East
116.0,01-05,Resale,1935000,Condominium,Strata,OCR,2024,East
161.0,01-05,Resale,1680000,Apartment,Strata,OCR,2024,North-East
74.0,01-05,New Sale,1800000,Apartment,Strata,RCR,2023,East
128.0,11-15,Resale,1910000,Executive Condominium,Strata,OCR,2023,East
169.1,Ground,Resale,4050000,Terrace,Land,RCR,2023,North-East
99.0,11-15,Resale,1560000,Apartment,Strata,RCR,2024,East
108.0,06-10,Resale,1030000,Condominium,Strata,OCR,2024,East
155.5,Ground,Resale,2400000,Terrace,Land,RCR,2020,East
69.0,01-05,Resale,1300000,Apartment,Strata,RCR,2024,North-East
95.0,01-05,Resale,2038000,Apartment,Strata,OCR,2024,North-East
72.0,11-15,Resale,1482000,Condominium,Strata,OCR,2024,North-East
118.0,01-05,Resale,1480000,Condominium,Strata,OCR,2024,East
163.4,Ground,Resale,3140000,Terrace,Land,OCR,2023,North-East
107.0,01-05,Resale,1240000,Apartment,Strata,RCR,2021,East
91.0,01-05,Resale,1535000,Apartment,Strata,RCR,2021,East
121.0,01-05,Resale,2180000,Apartment,Strata,RCR,2024,Central
160.4,Ground,Resale,3670000,Terrace,Land,OCR,2024,East
182.0,16-20,Resale,4900000,Condominium,Strata,RCR,2024,East
362.7,Ground,New Sale,8430000,Semi-detached,Land,OCR,2023,North-East
111.0,01-05,Resale,1420000,Apartment,Strata,RCR,2019,East
173.8,Ground,Resale,3450000,Terrace,Land,OCR,2024,North-East
156.3,Ground,Resale,2275000,Terrace,Land,OCR,2020,East
150.0,Ground,Resale,2380000,Terrace,Land,OCR,2019,North-East
215.6,Ground,Resale,3638000,Terrace,Land,OCR,2021,East
120.0,01-05,Resale,1120000,Apartment,Strata,OCR,2021,North-East
302.4,Ground,Resale,3800000,Semi-detached,Land,OCR,2021,East
322.2,Ground,Resale,5200000,Terrace,Land,RCR,2023,Central
94.0,01-05,Resale,1200000,Condominium,Strata,OCR,2019,East
57.0,01-05,Resale,950000,Apartment,Strata,OCR,2023,North-East
60.0,01-05,Resale,834000,Apartment,Strata,OCR,2020,East
242.3,Ground,Resale,4388800,Terrace,Land,OCR,2024,East
127.0,01-05,Resale,1890000,Apartment,Strata,OCR,2023,East
114.0,01-05,Resale,1980000,Condominium,Strata,OCR,2024,Central
153.1,Ground,Resale,3400000,Terrace,Land,OCR,2022,North-East
80.0,01-05,Resale,1100000,Apartment,Strata,OCR,2024,East
291.6,Ground,Resale,3850000,Semi-detached,Land,RCR,2021,North-East
158.5,Ground,Resale,4210000,Terrace,Land,OCR,2024,North-East
348.7,Ground,Resale,5300000,Semi-detached,Land,OCR,2023,North-East
307.1,Ground,Resale,4002000,Semi-detached,Land,OCR,2024,East
148.0,06-10,Resale,3600000,Condominium,Strata,RCR,2024,East
148.0,01-05,Resale,3300000,Apartment,Strata,RCR,2024,East
182.0,01-05,Resale,1758000,Condominium,Strata,OCR,2024,East
204.0,Ground,Resale,1880000,Strata Terrace,Strata,OCR,2019,North-East
187.4,Ground,Resale,3300000,Terrace,Land,OCR,2021,North-East
238.8,Ground,Resale,4300000,Terrace,Land,OCR,2024,East
152.5,Ground,Resale,2900000,Terrace,Land,OCR,2019,East
83.0,11-15,Resale,1600000,Apartment,Strata,RCR,2023,East
144.0,06-10,Resale,3050000,Condominium,Strata,RCR,2024,East
32.0,01-05,Resale,645000,Apartment,Strata,OCR,2023,East
72.0,01-05,Resale,1120000,Apartment,Strata,OCR,2024,East
121.0,01-05,Resale,1808000,Apartment,Strata,OCR,2024,East
49.0,06-10,Resale,890000,Apartment,Strata,RCR,2023,East
152.6,Ground,Resale,2250000,Terrace,Land,RCR,2019,North-East
519.4,Ground,Resale,8480000,Detached,Land,RCR,2019,Central
227.0,01-05,Resale,2320000,Apartment,Strata,OCR,2021,East
187.3,Ground,Resale,4100000,Terrace,Land,OCR,2023,North-East
225.4,Ground,Resale,1968000,Semi-detached,Land,OCR,2021,East
204.8,Ground,Resale,3930000,Semi-detached,Land,RCR,2020,North-East
1005.0,Ground,Resale,3190000,Strata Detached,Strata,OCR,2021,North-East
148.0,Ground,Resale,2500000,Condominium,Strata,RCR,2024,East
108.0,01-05,Resale,1300000,Apartment,Strata,OCR,2023,East
286.5,Ground,Resale,3200000,Terrace,Land,RCR,2020,Central
243.9,Ground,Resale,4018000,Semi-detached,Land,RCR,2019,Central
78.0,01-05,Resale,1160000,Condominium,Strata,RCR,2024,Central
150.0,01-05,Resale,1500000,Apartment,Strata,OCR,2019,North-East
173.8,Ground,Resale,3800000,Terrace,Land,OCR,2024,North-East
179.3,Ground,Resale,2610000,Terrace,Land,OCR,2023,East
301.7,Ground,Resale,7980000,Semi-detached,Land,OCR,2024,East
307.0,Ground,Resale,3920000,Terrace,Land,RCR,2021,East
228.6,Ground,Resale,3800000,Terrace,Land,OCR,2021,North-East
351.7,Ground,Resale,5950000,Detached,Land,OCR,2023,East
692.9,Ground,Resale,11080000,Semi-detached,Land,OCR,2024,East
129.0,01-05,Resale,1300000,Apartment,Strata,OCR,2020,East
93.0,01-05,Resale,1280000,Executive Condominium,Strata,OCR,2023,North-East
126.0,01-05,Resale,2088000,Condominium,Strata,OCR,2024,Central
178.2,Ground,Resale,4010000,Terrace,Land,RCR,2024,East
214.0,06-10,Resale,1900000,Apartment,Strata,OCR,2019,North-East
349.6,Ground,Resale,3668000,Detached,Land,RCR,2019,North-East
415.6,Ground,Resale,11280000,Detached,Land,RCR,2024,East
190.5,Ground,Resale,4500000,Terrace,Land,OCR,2024,East
111.0,01-05,Resale,1500000,Apartment,Strata,OCR,2024,East
116.0,01-05,Resale,1550000,Apartment,Strata,RCR,2021,East
33.0,11-15,Resale,710000,Apartment,Strata,RCR,2024,East
278.0,Ground,Resale,2680000,Strata Terrace,Strata,OCR,2020,East
410.4,Ground,Resale,5000000,Semi-detached,Land,OCR,2023,East
676.9,Ground,Resale,8680000,Detached,Land,OCR,2020,East
86.0,01-05,Resale,1518000,Condominium,Strata,OCR,2023,Central
179.4,Ground,Resale,3650000,Terrace,Land,RCR,2021,East
175.0,01-05,Resale,1880000,Apartment,Strata,OCR,2020,East
179.0,01-05,Resale,2380000,Apartment,Strata,OCR,2024,East
45.0,01-05,Resale,835000,Apartment,Strata,RCR,2024,East
148.0,01-05,Resale,1750000,Apartment,Strata,OCR,2021,East
615.0,Ground,Resale,6900000,Detached,Land,OCR,2021,North-East
287.5,Ground,Resale,6550000,Semi-detached,Land,RCR,2024,Central
44.0,01-05,Resale,855000,Condominium,Strata,OCR,2024,North-East
927.4,Ground,Resale,11538000,Detached,Land,OCR,2023,North-East
48.0,01-05,Resale,890000,Apartment,Strata,RCR,2024,Central
99.0,01-05,Resale,910000,Apartment,Strata,OCR,2020,North-East
331.9,Ground,Resale,3330000,Semi-detached,Land,OCR,2021,East
214.6,Ground,Resale,3940000,Terrace,Land,OCR,2024,East
136.0,06-10,Resale,1430000,Apartment,Strata,OCR,2021,North-East
380.0,Ground,Resale,3300000,Strata Detached,Strata,OCR,2022,North-East
197.0,01-05,Resale,2480000,Apartment,Strata,OCR,2024,East
87.0,01-05,Resale,1230000,Apartment,Strata,RCR,2020,East
115.0,06-10,Resale,2020000,Apartment,Strata,RCR,2021,East
300.1,Ground,Resale,6800000,Semi-detached,Land,RCR,2024,East
113.0,01-05,Resale,1850000,Apartment,Strata,RCR,2024,East
188.0,Ground,Resale,2750000,Semi-detached,Land,RCR,2019,North-East
261.4,Ground,Resale,3800000,Terrace,Land,OCR,2024,North-East
208.0,06-10,Resale,4000000,Condominium,Strata,RCR,2024,East
305.4,Ground,Resale,5800000,Semi-detached,Land,RCR,2024,North-East
225.3,Ground,Resale,2128000,Semi-detached,Land,OCR,2021,East
44.0,01-05,Resale,650000,Condominium,Strata,OCR,2024,East
943.4,Ground,Resale,12810000,Detached,Land,RCR,2020,East
577.7,Ground,Resale,8600000,Detached,Land,RCR,2020,Central
43.0,06-10,Resale,878000,Apartment,Strata,RCR,2024,North-East
151.7,Ground,Resale,3940000,Terrace,Land,RCR,2024,East
50.0,01-05,Resale,820000,Apartment,Strata,RCR,2021,East
172.1,Ground,Resale,3576888,Terrace,Land,RCR,2023,East
410.3,Ground,Resale,10500000,Detached,Land,RCR,2023,East
311.3,Ground,Resale,4150000,Semi-detached,Land,OCR,2021,North-East
117.0,01-05,Resale,1500000,Apartment,Strata,RCR,2022,Central
99.0,06-10,New Sale,2111000,Apartment,Strata,RCR,2024,North-East
166.5,Ground,Resale,2300000,Terrace,Land,OCR,2019,East
88.0,06-10,Resale,1650000,Apartment,Strata,RCR,2023,East
105.0,01-05,Resale,1200000,Apartment,Strata,OCR,2021,North-East
181.0,01-05,Resale,1888000,Apartment,Strata,RCR,2020,East
142.0,06-10,Resale,2168000,Executive Condominium,Strata,OCR,2024,East
160.0,01-05,Resale,2720000,Condominium,Strata,OCR,2024,Central
139.5,Ground,Resale,2800000,Terrace,Land,RCR,2021,North-East
89.0,01-05,New Sale,1480000,Apartment,Strata,RCR,2019,East
256.7,Ground,Resale,4400000,Terrace,Land,OCR,2023,East
379.0,Ground,Resale,2080000,Strata Semi-detached,Strata,OCR,2020,North-East
220.9,Ground,Resale,4380000,Terrace,Land,OCR,2024,East
131.0,11-15,Resale,3600000,Condominium,Strata,RCR,2024,East
108.0,01-05,New Sale,2560000,Apartment,Strata,RCR,2023,East
479.4,Ground,Resale,4880000,Semi-detached,Land,OCR,2021,East
143.0,06-10,Resale,1800000,Condominium,Strata,OCR,2024,East
79.0,01-05,Resale,1040000,Apartment,Strata,RCR,2020,East
154.0,01-05,Resale,1800000,Condominium,Strata,OCR,2024,East
152.0,06-10,Resale,1630000,Apartment,Strata,OCR,2023,East
179.9,Ground,Resale,2850000,Terrace,Land,OCR,2021,North-East
149.9,Ground,Resale,1718000,Terrace,Land,OCR,2020,East
303.3,Ground,Resale,2950000,Terrace,Land,OCR,2020,East
181.0,01-05,Resale,2150000,Condominium,Strata,RCR,2024,East
82.0,01-05,Resale,1300000,Apartment,Strata,RCR,2023,East
86.0,11-15,Resale,1990000,Condominium,Strata,OCR,2024,North-East
188.0,01-05,Resale,3100000,Apartment,Strata,RCR,2024,Central
93.0,06-10,Resale,2000000,Condominium,Strata,RCR,2024,East
201.0,Ground,Resale,3880000,Semi-detached,Land,RCR,2020,Central
215.3,Ground,Resale,3650000,Terrace,Land,OCR,2023,North-East
56.0,01-05,Resale,1000000,Apartment,Strata,RCR,2023,East
150.0,Ground,Resale,2388000,Terrace,Land,OCR,2020,North-East
95.0,01-05,Resale,1250000,Condominium,Strata,OCR,2024,East
110.0,01-05,Resale,1020000,Condominium,Strata,OCR,2019,East
69.0,01-05,Resale,1060000,Condominium,Strata,RCR,2019,East
70.0,01-05,Resale,838000,Apartment,Strata,OCR,2021,North-East
269.7,Ground,Resale,4950000,Semi-detached,Land,RCR,2023,Central
93.0,01-05,Resale,1470000,Apartment,Strata,RCR,2023,East
535.5,Ground,Resale,3800000,Detached,Land,OCR,2020,East
102.0,01-05,Resale,1000000,Apartment,Strata,OCR,2021,North-East
130.0,01-05,Resale,1680000,Apartment,Strata,RCR,2022,East
139.0,01-05,Resale,2130000,Condominium,Strata,OCR,2024,North-East
200.5,Ground,Resale,5055000,Terrace,Land,RCR,2024,East
110.0,01-05,Resale,1588000,Apartment,Strata,OCR,2024,North-East
176.8,Ground,Resale,3550000,Terrace,Land,OCR,2024,East
163.2,Ground,Resale,3550000,Terrace,Land,OCR,2024,North-East
159.4,Ground,Resale,3100000,Terrace,Land,OCR,2022,East
128.0,06-10,Resale,1800000,Condominium,Strata,OCR,2024,East
51.0,06-10,Sub Sale,1580000,Apartment,Strata,RCR,2023,Central
161.2,Ground,Resale,3028888,Terrace,Land,OCR,2024,North-East
81.0,01-05,Resale,1150000,Apartment,Strata,RCR,2019,East
477.9,Ground,Resale,5502000,Semi-detached,Land,OCR,2020,North-East
140.0,06-10,Resale,3300000,Condominium,Strata,RCR,2023,Central
176.9,Ground,Resale,3980000,Terrace,Land,OCR,2022,East
205.0,Ground,New Sale,6400000,Semi-detached,Land,RCR,2022,North-East
354.2,Ground,Resale,3000000,Semi-detached,Land,OCR,2020,East
116.0,01-05,Resale,1600000,Apartment,Strata,OCR,2024,East
50.0,01-05,Sub Sale,880000,Apartment,Strata,OCR,2024,North-East
822.7,Ground,Resale,2575000,Detached,Land,RCR,2021,East
179.8,Ground,Resale,2750000,Terrace,Land,OCR,2024,East
756.0,Ground,Resale,11600000,Semi-detached,Land,RCR,2024,Central
112.0,06-10,Resale,1738000,Apartment,Strata,RCR,2023,Central
292.7,Ground,Resale,4100000,Terrace,Land,RCR,2020,East
68.0,06-10,Resale,1433000,Condominium,Strata,OCR,2024,North-East
255.5,Ground,Resale,3200000,Terrace,Land,RCR,2020,Central
231.1,Ground,Resale,3780000,Terrace,Land,OCR,2024,North-East
430.8,Ground,Resale,1470000,Semi-detached,Land,RCR,2020,Central
98.0,01-05,Resale,1770000,Apartment,Strata,RCR,2023,East
62.0,01-05,Resale,1220000,Condominium,Strata,OCR,2024,East
159.4,Ground,Resale,2800000,Terrace,Land,RCR,2020,North-East
220.0,16-20,Resale,3830000,Condominium,Strata,RCR,2024,North-East
144.0,01-05,Resale,2255000,Apartment,Strata,RCR,2022,East
84.0,01-05,Resale,1998000,Condominium,Strata,OCR,2024,North-East
141.0,01-05,Resale,1280000,Apartment,Strata,OCR,2020,North-East
206.7,Ground,Resale,3700000,Semi-detached,Land,OCR,2020,East
53.0,01-05,Resale,1050000,Apartment,Strata,RCR,2023,East
198.0,Ground,Resale,1230000,Condominium,Strata,RCR,2019,Central
381.1,Ground,Resale,5050000,Detached,Land,RCR,2021,North-East
91.0,01-05,Resale,1580000,Condominium,Strata,OCR,2023,East
163.4,Ground,Resale,3438000,Terrace,Land,OCR,2023,North-East
171.1,Ground,Resale,2870000,Terrace,Land,RCR,2019,North-East
150.0,Ground,Resale,3500000,Terrace,Land,OCR,2024,East
64.0,01-05,Sub Sale,1398000,Apartment,Strata,RCR,2024,Central
145.0,01-05,Resale,1400000,Condominium,Strata,OCR,2020,East
1026.9,Ground,Resale,13888000,Detached,Land,OCR,2023,Central
68.0,11-15,Resale,1438000,Apartment,Strata,RCR,2023,North-East
380.0,Ground,Resale,3000000,Strata Terrace,Strata,OCR,2023,North-East
150.0,01-05,Resale,2200000,Apartment,Strata,OCR,2024,East
142.0,11-15,Resale,2180000,Condominium,Strata,RCR,2023,Central
218.0,Ground,Resale,2325000,Terrace,Land,OCR,2020,North-East
144.0,01-05,Resale,2120000,Condominium,Strata,OCR,2024,East
400.3,Ground,Resale,6600000,Detached,Land,RCR,2021,East
120.0,01-05,Sub Sale,2950000,Condominium,Strata,RCR,2024,Central
83.0,01-05,Resale,1700000,Apartment,Strata,RCR,2024,East
613.1,Ground,Resale,15200000,Semi-detached,Land,RCR,2024,East
100.0,06-10,Resale,1480000,Apartment,Strata,RCR,2020,East
109.0,01-05,New Sale,1782000,Apartment,Strata,RCR,2019,East
306.5,Ground,Resale,2750000,Terrace,Land,OCR,2024,East
150.0,Ground,Resale,3120000,Terrace,Land,OCR,2021,East
398.0,Ground,Resale,3068000,Strata Terrace,Strata,OCR,2023,East
167.0,06-10,Resale,4058000,Apartment,Strata,RCR,2024,East
156.1,Ground,Resale,4350000,Terrace,Land,RCR,2023,North-East
291.7,Ground,Resale,4200000,Semi-detached,Land,RCR,2021,East
94.0,21-25,Resale,2470000,Condominium,Strata,RCR,2023,East
362.3,Ground,Resale,5000000,Semi-detached,Land,OCR,2024,East
73.0,01-05,Resale,780000,Apartment,Strata,OCR,2021,East
112.0,06-10,Resale,2450000,Condominium,Strata,RCR,2024,East
123.0,06-10,Resale,1380000,Condominium,Strata,OCR,2023,East
164.0,01-05,Resale,2125000,Apartment,Strata,OCR,2023,East
263.9,Ground,Resale,3800000,Terrace,Land,RCR,2020,East
431.1,Ground,Resale,5200000,Semi-detached,Land,OCR,2021,East
402.5,Ground,Resale,3850000,Semi-detached,Land,OCR,2020,North-East
210.0,01-05,Resale,2370000,Apartment,Strata,OCR,2022,North-East
106.0,01-05,Resale,1200000,Apartment,Strata,RCR,2022,East
150.0,Ground,New Sale,5000000,Terrace,Land,OCR,2022,East
139.0,01-05,Resale,2500000,Condominium,Strata,RCR,2024,East
82.0,11-15,Resale,1208888,Condominium,Strata,OCR,2023,East
120.0,06-10,Resale,1560000,Condominium,Strata,OCR,2024,North-East
188.4,Ground,Resale,3250000,Terrace,Land,RCR,2020,Central
172.5,Ground,Resale,3950000,Terrace,Land,RCR,2023,North-East
422.5,Ground,Resale,6120000,Semi-detached,Land,OCR,2024,East
117.0,11-15,Resale,2150000,Condominium,Strata,RCR,2024,North-East
96.0,01-05,Resale,1200000,Apartment,Strata,OCR,2019,East
161.5,Ground,Resale,4400000,Terrace,Land,RCR,2024,East
183.9,Ground,Resale,2600000,Terrace,Land,RCR,2020,East
99.0,01-05,Resale,1430000,Apartment,Strata,RCR,2024,East
106.0,31-35,Resale,2500000,Condominium,Strata,RCR,2023,North-East
100.0,01-05,New Sale,1664480,Apartment,Strata,OCR,2021,East
148.0,01-05,Resale,2448000,Apartment,Strata,RCR,2023,East
78.0,01-05,Resale,1118888,Apartment,Strata,OCR,2024,North-East
174.3,Ground,Resale,2200000,Terrace,Land,OCR,2019,North-East
166.0,01-05,Resale,3880000,Condominium,Strata,RCR,2023,Central
71.0,01-05,Resale,1280000,Apartment,Strata,OCR,2023,East
112.0,01-05,Resale,1850000,Apartment,Strata,RCR,2023,East
126.0,01-05,Resale,2050000,Condominium,Strata,RCR,2024,Central
426.8,Ground,Resale,6300000,Semi-detached,Land,OCR,2020,Central
127.0,01-05,Resale,2900000,Condominium,Strata,OCR,2024,North-East
247.0,Ground,Resale,3065000,Strata Terrace,Strata,OCR,2023,North-East
205.0,06-10,Resale,4150000,Condominium,Strata,RCR,2023,East
102.0,06-10,Resale,1158760,Executive Condominium,Strata,OCR,2024,East
278.5,Ground,Resale,4770000,Semi-detached,Land,RCR,2019,Central
120.0,06-10,Resale,1710000,Condominium,Strata,OCR,2023,East
276.0,01-05,Resale,9280000,Condominium,Strata,RCR,2024,East
358.4,Ground,Resale,3738000,Terrace,Land,OCR,2020,East
91.0,01-05,Resale,1170000,Apartment,Strata,RCR,2021,East
626.8,01-05,Resale,10600000,Apartment,Strata,OCR,2023,East
229.0,06-10,Resale,2138000,Condominium,Strata,OCR,2024,East
150.0,06-10,Resale,1580000,Apartment,Strata,RCR,2024,North-East
126.0,06-10,Resale,1488000,Executive Condominium,Strata,OCR,2024,East
282.0,Ground,Resale,2670000,Strata Terrace,Strata,RCR,2023,Central
210.0,Ground,Resale,3600000,Semi-detached,Land,OCR,2020,North-East
88.0,01-05,Resale,1600000,Condominium,Strata,OCR,2024,Central
326.0,Ground,Resale,4880000,Semi-detached,Land,OCR,2024,East
235.7,Ground,Resale,4800000,Terrace,Land,RCR,2024,North-East
119.0,01-05,Resale,1570000,Condominium,Strata,OCR,2023,East
153.0,06-10,Resale,1760000,Apartment,Strata,OCR,2024,East
250.0,Ground,Resale,2700000,Strata Terrace,Strata,OCR,2022,North-East
189.0,Ground,Resale,2500000,Condominium,Strata,RCR,2024,Central
130.1,Ground,Resale,2850000,Terrace,Land,RCR,2021,East
403.5,Ground,Resale,5240000,Detached,Land,OCR,2021,North-East
156.0,Ground,Resale,3400000,Terrace,Land,OCR,2024,North-East
166.4,Ground,Resale,3000000,Terrace,Land,OCR,2024,North-East
115.0,01-05,Resale,1800000,Condominium,Strata,OCR,2024,North-East
162.0,01-05,Resale,2218000,Apartment,Strata,RCR,2024,East
299.0,01-05,Resale,5530000,Condominium,Strata,OCR,2024,East
84.0,01-05,New Sale,1869120,Apartment,Strata,OCR,2024,East
368.0,Ground,Resale,3600000,Semi-detached,Land,OCR,2020,North-East
109.0,01-05,Resale,1250000,Condominium,Strata,OCR,2023,East
160.0,01-05,Resale,1758800,Apartment,Strata,RCR,2021,East
200.3,Ground,Resale,4600000,Terrace,Land,OCR,2024,North-East
164.9,Ground,Resale,3380000,Terrace,Land,RCR,2021,East
116.0,06-10,Resale,1795000,Apartment,Strata,OCR,2023,North-East
111.0,01-05,Resale,2280000,Apartment,Strata,OCR,2024,East
290.8,Ground,Resale,4430000,Terrace,Land,OCR,2020,East
187.8,Ground,Resale,4450000,Terrace,Land,OCR,2023,North-East
163.7,Ground,Resale,3818000,Terrace,Land,OCR,2023,North-East
188.0,01-05,Resale,3000000,Condominium,Strata,RCR,2019,Central
36.0,01-05,Resale,688000,Apartment,Strata,RCR,2024,East
56.0,06-10,Resale,980000,Apartment,Strata,RCR,2024,East
183.6,Ground,Resale,2650000,Terrace,Land,OCR,2021,East
121.0,01-05,Resale,1370000,Apartment,Strata,RCR,2020,East
291.0,Ground,Resale,3150000,Strata Terrace,Strata,OCR,2024,North-East
143.2,Ground,Resale,1600000,Terrace,Land,RCR,2024,East
474.8,Ground,Resale,6000000,Semi-detached,Land,RCR,2020,Central
203.6,Ground,Resale,2810000,Terrace,Land,OCR,2020,East
317.1,Ground,Resale,5100000,Semi-detached,Land,OCR,2021,East
206.6,Ground,Resale,2600000,Terrace,Land,OCR,2019,East
86.0,01-05,Resale,1548000,Apartment,Strata,OCR,2024,North-East
307.2,Ground,Resale,4850000,Semi-detached,Land,RCR,2023,Central
116.0,01-05,Resale,1110000,Apartment,Strata,OCR,2020,East
1050.7,Ground,Sub Sale,15000000,Semi-detached,Land,OCR,2023,East
120.9,Ground,Resale,3100000,Terrace,Land,OCR,2024,North-East
161.0,01-05,Resale,1650000,Apartment,Strata,OCR,2019,East
121.0,16-20,Resale,1723000,Executive Condominium,Strata,OCR,2024,North-East
237.0,Ground,Resale,4920000,Semi-detached,Land,OCR,2021,East
572.9,Ground,Resale,6825000,Detached,Land,OCR,2019,Central
88.0,01-05,Resale,1495000,Apartment,Strata,OCR,2023,North-East
151.5,Ground,Resale,2750000,Terrace,Land,OCR,2020,North-East
62.0,11-15,Resale,1200000,Apartment,Strata,RCR,2023,East
260.2,Ground,Resale,4628000,Semi-detached,Land,OCR,2020,North-East
111.0,11-15,Resale,1240000,Executive Condominium,Strata,OCR,2024,East
57.0,11-15,Sub Sale,1800000,Apartment,Strata,RCR,2024,East
122.0,01-05,New Sale,1736800,Apartment,Strata,OCR,2020,North-East
93.0,01-05,Resale,1630000,Condominium,Strata,OCR,2024,East
123.0,01-05,Resale,3150000,Condominium,Strata,RCR,2023,Central
125.0,01-05,Resale,1820000,Condominium,Strata,OCR,2024,North-East
190.5,Ground,Resale,4588000,Terrace,Land,RCR,2023,Central
185.4,Ground,Resale,3830000,Terrace,Land,OCR,2024,North-East
102.0,06-10,Resale,1505000,Condominium,Strata,OCR,2024,East
91.0,01-05,New Sale,1858000,Apartment,Strata,OCR,2023,East
163.2,Ground,Resale,3645000,Terrace,Land,OCR,2024,East
173.2,Ground,Resale,3720000,Terrace,Land,OCR,2023,East
153.7,Ground,Resale,2510000,Terrace,Land,OCR,2020,East
250.8,Ground,Resale,3260000,Semi-detached,Land,OCR,2020,North-East
123.0,01-05,Resale,2100000,Apartment,Strata,OCR,2023,East
228.0,Ground,Resale,2480000,Strata Terrace,Strata,RCR,2024,North-East
90.0,01-05,Resale,1130000,Apartment,Strata,OCR,2021,North-East
821.6,Ground,Resale,8200000,Detached,Land,RCR,2020,East
388.4,Ground,Resale,6120000,Semi-detached,Land,OCR,2024,North-East
112.0,01-05,Resale,1240000,Condominium,Strata,OCR,2024,East
34.0,01-05,Resale,620000,Apartment,Strata,OCR,2024,North-East
